date,ten_yr,three_mo
2024-01-12,-12.69,3.59
2024-01-15,-12.1,3.74
2024-01-16,-11.53,3.62
2024-01-17,-11.03,3.82
2024-01-18,-10.85,4.05
2024-01-19,-10.67,3.96
2024-01-22,-10.48,3.91
2024-01-23,-10.58,4.0
2024-01-24,-10.87,4.5
2024-01-25,-10.82,4.98
2024-01-26,-11.03,5.05
2024-01-29,-11.22,5.21
2024-01-30,-11.72,5.42
2024-01-31,-11.8,5.55
2024-02-01,-11.9,5.67
2024-02-02,-11.99,5.76
2024-02-05,-12.45,5.84
2024-02-06,-12.43,6.09
2024-02-07,-12.45,6.53
2024-02-08,-12.86,6.93
2024-02-09,-12.87,7.16
2024-02-12,-12.8,7.08
2024-02-13,-12.94,7.07
2024-02-14,-12.72,7.46
2024-02-15,-12.42,7.75
2024-02-16,-12.19,7.82
2024-02-19,-12.17,8.24
2024-02-20,-12.05,8.95
2024-02-21,-12.08,9.61
2024-02-22,-11.73,10.08
2024-02-23,-11.73,10.35
2024-02-26,-11.85,10.29
2024-02-27,-11.87,10.55
2024-02-28,-11.81,10.56
2024-02-29,-11.78,10.47
2024-03-01,-11.67,10.38
2024-03-04,-11.6,10.25
2024-03-05,-11.56,10.3
2024-03-06,-11.47,10.3
2024-03-07,-11.32,10.27
2024-03-08,-11.42,9.77
2024-03-11,-11.23,9.25
2024-03-12,-11.01,9.09
2024-03-13,-10.98,8.82
2024-03-14,-10.87,8.67
2024-03-15,-10.8,8.38
2024-03-18,-10.82,8.37
2024-03-19,-11.06,8.0
2024-03-20,-11.36,7.91
2024-03-21,-11.89,7.82
2024-03-22,-11.99,7.7
2024-03-25,-12.26,7.84
2024-03-26,-12.5,7.69
2024-03-27,-12.36,7.86
2024-03-28,-12.81,8.02
2024-03-29,-13.09,7.91
2024-04-01,-13.2,7.9
2024-04-02,-13.85,8.1
2024-04-03,-14.36,8.09
2024-04-04,-15.14,8.16
2024-04-05,-15.53,8.75
2024-04-08,-16.06,9.12
2024-04-09,-16.31,9.23
2024-04-10,-17.01,9.33
2024-04-11,-17.4,9.49
2024-04-12,-17.75,9.7
2024-04-15,-18.16,9.76
2024-04-16,-18.09,9.78
2024-04-17,-18.45,10.02
2024-04-18,-18.81,10.69
2024-04-19,-18.55,11.41
2024-04-22,-18.53,12.15
2024-04-23,-16.02,12.74
2024-04-24,-15.82,13.33
2024-04-25,-15.43,13.9
2024-04-26,-15.34,14.82
2024-04-29,-15.17,15.37
2024-04-30,-14.92,15.74
2024-05-01,-12.93,16.28
2024-05-02,-12.77,16.64
2024-05-03,-12.62,17.15
2024-05-06,-12.07,17.26
2024-05-07,-11.5,17.38
2024-05-08,-11.03,17.25
2024-05-09,-10.52,17.09
2024-05-10,-11.82,17.01
2024-05-13,-11.43,16.71
2024-05-14,-11.15,16.49
2024-05-15,-10.75,16.24
2024-05-16,-10.38,16.25
2024-05-17,-9.87,16.29
2024-05-20,-11.82,16.11
2024-05-21,-11.95,15.94
2024-05-22,-12.12,15.9
2024-05-23,-12.37,16.16
2024-05-24,-12.69,15.63
2024-05-27,-13.03,15.39
2024-05-28,-13.41,15.05
2024-05-29,-14.31,14.48
2024-05-30,-14.9,14.0
2024-05-31,-15.37,13.73
2024-06-03,-15.81,13.48
2024-06-04,-16.42,13.43
2024-06-05,-16.73,13.24
2024-06-06,-17.49,13.28
2024-06-07,-18.12,13.57
2024-06-10,-18.82,13.49
2024-06-11,-19.76,13.1
2024-06-12,-20.32,13.24
2024-06-13,-21.06,13.46
2024-06-14,-21.65,13.72
2024-06-17,-22.38,13.86
2024-06-18,-23.12,14.14
2024-06-19,-23.81,13.96
2024-06-20,-24.78,14.06
2024-06-21,-25.0,13.88
2024-06-24,-25.25,13.9
2024-06-25,-25.07,13.62
2024-06-26,-24.88,12.8
2024-06-27,-24.67,12.54
2024-06-28,-24.49,12.28
2024-07-01,-24.57,12.1
2024-07-02,-24.51,12.0
2024-07-03,-24.73,11.78
2024-07-04,-24.6,11.93
2024-07-05,-24.32,11.83
2024-07-08,-23.98,11.89
2024-07-09,-23.42,11.79
2024-07-10,-23.41,11.46
2024-07-11,-23.24,11.14
2024-07-12,-23.2,10.91
2024-07-15,-23.38,11.33
2024-07-16,-23.88,11.61
2024-07-17,-24.26,11.85
2024-07-18,-24.48,11.99
2024-07-19,-24.59,11.97
2024-07-22,-24.42,12.25
2024-07-23,-24.11,12.47
2024-07-24,-23.76,12.82
2024-07-25,-23.46,13.17
2024-07-26,-23.34,12.78
2024-07-29,-23.76,12.82
2024-07-30,-24.09,13.31
2024-07-31,-24.31,13.16
2024-08-01,-24.56,13.06
2024-08-02,-24.2,12.83
2024-08-05,-23.92,13.04
2024-08-06,-23.46,13.33
2024-08-07,-23.19,13.21
2024-08-08,-22.93,12.21
2024-08-09,-22.99,11.76
2024-08-12,-23.12,11.3
2024-08-13,-23.15,11.42
2024-08-14,-23.06,11.68
2024-08-15,-22.36,11.43
2024-08-16,-22.4,10.83
2024-08-19,-21.92,11.06
2024-08-20,-21.43,10.7
2024-08-21,-21.16,10.64
2024-08-22,-21.27,10.08
2024-08-23,-21.44,9.21
2024-08-26,-21.45,8.59
2024-08-27,-21.56,8.64
2024-08-28,-21.68,8.17
2024-08-29,-21.89,7.86
2024-08-30,-22.31,6.57
2024-09-02,-22.63,6.45
2024-09-03,-23.22,6.37
2024-09-04,-22.99,6.2
2024-09-05,-23.34,6.27
2024-09-06,-23.56,6.51
2024-09-09,-23.87,6.2
2024-09-10,-23.78,6.52
2024-09-11,-23.81,7.19
2024-09-12,-23.79,7.83
2024-09-13,-23.62,9.32
2024-09-16,-23.58,10.86
2024-09-17,-23.58,11.91
2024-09-18,-23.33,12.93
2024-09-19,-23.08,14.45
2024-09-20,-22.89,16.15
2024-09-23,-23.06,17.87
2024-09-24,-23.16,19.3
2024-09-25,-23.45,20.78
2024-09-26,-23.63,22.24
2024-09-27,-23.94,23.45
2024-09-30,-24.11,24.57
2024-10-01,-24.52,25.62
2024-10-02,-24.59,25.89
2024-10-03,-24.88,25.49
2024-10-04,-24.77,25.52
2024-10-07,-24.8,25.92
2024-10-08,-24.95,25.48
2024-10-09,-24.78,24.76
2024-10-10,-24.47,23.71
2024-10-11,-24.43,22.45
2024-10-14,-23.99,21.62
2024-10-15,-23.75,21.07
2024-10-16,-23.29,20.51
2024-10-17,-23.1,19.5
2024-10-18,-22.96,19.05
2024-10-21,-22.32,18.65
2024-10-22,-21.51,19.11
2024-10-23,-21.13,19.72
2024-10-24,-20.87,20.5
2024-10-25,-20.28,20.75
2024-10-28,-19.45,21.18
2024-10-29,-18.68,21.93
2024-10-30,-17.46,22.4
2024-10-31,-16.75,22.88
2024-11-01,-15.85,23.25
2024-11-04,-15.65,23.51
2024-11-05,-15.75,24.61
2024-11-06,-15.41,25.25
2024-11-07,-15.79,25.99
2024-11-08,-16.18,25.63
2024-11-11,-16.63,25.17
2024-11-12,-16.91,24.87
2024-11-13,-17.66,24.71
2024-11-14,-18.69,24.76
2024-11-15,-19.27,24.34
2024-11-18,-20.23,24.43
2024-11-19,-20.76,24.2
2024-11-20,-21.32,24.3
2024-11-21,-21.26,23.41
2024-11-22,-21.25,22.46
2024-11-25,-21.61,21.42
2024-11-26,-21.92,20.32
2024-11-27,-22.37,20.3
2024-11-28,-22.48,19.84
2024-11-29,-22.76,19.29
2024-12-02,-22.86,18.55
2024-12-03,-23.11,17.33
2024-12-04,-23.51,17.05
2024-12-05,-24.02,16.46
2024-12-06,-24.52,15.67
2024-12-09,-25.04,14.85
2024-12-10,-25.84,14.6
2024-12-11,-26.03,14.24
2024-12-12,-26.17,14.19
2024-12-13,-26.64,13.72
2024-12-16,-26.56,13.17
2024-12-17,-26.6,12.77
2024-12-18,-24.24,12.43
2024-12-19,-24.23,12.06
2024-12-20,-24.12,12.27
2024-12-23,-24.43,11.66
2024-12-24,-24.44,11.14
2024-12-25,-24.58,10.89
2024-12-26,-24.86,10.52
2024-12-27,-24.74,10.58
2024-12-30,-24.79,10.48
2024-12-31,-24.79,10.18
2025-01-01,-24.7,10.38
2025-01-02,-24.73,10.08
2025-01-03,-24.51,9.87
2025-01-06,-26.59,9.58
2025-01-07,-26.01,9.62
2025-01-08,-25.34,9.64
2025-01-09,-24.64,10.09
2025-01-10,-23.61,10.53
2025-01-13,-22.73,10.87
2025-01-14,-21.7,11.0
2025-01-15,-20.8,11.44
2025-01-16,-19.92,11.46
2025-01-17,-19.09,11.77
2025-01-20,-18.21,11.86
2025-01-21,-17.52,12.21
2025-01-22,-17.08,13.03
2025-01-23,-16.67,13.77
2025-01-24,-16.39,14.06
2025-01-27,-16.02,13.71
2025-01-28,-15.68,13.13
2025-01-29,-15.57,12.85
2025-01-30,-15.45,12.37
2025-01-31,-15.21,11.92
2025-02-03,-14.81,11.06
2025-02-04,-14.48,10.54
2025-02-05,-13.48,9.93
2025-02-06,-12.89,9.52
2025-02-07,-12.07,9.15
2025-02-10,-11.47,8.57
2025-02-11,-10.66,7.68
2025-02-12,-10.01,7.17
2025-02-13,-9.63,7.54
2025-02-14,-9.05,8.04
2025-02-17,-8.62,8.26
2025-02-18,-8.06,8.9
2025-02-19,-7.72,9.94
2025-02-20,-7.71,10.95
2025-02-21,-7.23,12.15
2025-02-24,-7.97,13.19
2025-02-25,-7.64,14.24
2025-02-26,-7.48,14.88
2025-02-27,-7.6,15.27
2025-02-28,-7.19,15.86
2025-03-03,-7.15,16.31
2025-03-04,-6.65,16.8
2025-03-05,-6.03,16.83
2025-03-06,-5.26,16.73
2025-03-07,-4.6,16.72
2025-03-10,-3.5,16.64
2025-03-11,-2.26,16.52
2025-03-12,-1.94,16.32
2025-03-13,-1.27,16.0
2025-03-14,-1.31,15.58
2025-03-17,-1.4,15.51
2025-03-18,-0.98,15.63
2025-03-19,-1.26,15.44
2025-03-20,-1.18,15.22
2025-03-21,-1.6,14.88
2025-03-24,-2.2,14.84
2025-03-25,-2.69,15.45
2025-03-26,-3.44,15.47
2025-03-27,-4.86,14.98
2025-03-28,-6.67,14.74
2025-03-31,-7.88,13.79
2025-04-01,-8.9,13.85
2025-04-02,-9.69,13.43
2025-04-03,-10.11,13.38
2025-04-04,-10.29,12.85
2025-04-07,-10.42,12.91
2025-04-08,-10.45,12.91
2025-04-09,-9.74,12.94
2025-04-10,-9.92,13.15
2025-04-11,-10.25,12.87
2025-04-14,-10.52,12.82
2025-04-15,-10.38,12.79
2025-04-16,-9.22,12.83
2025-04-17,-8.15,13.54
2025-04-18,-7.29,13.55
2025-04-21,-6.82,14.13
2025-04-22,-6.68,14.62
2025-04-23,-5.71,14.98
2025-04-24,-5.81,15.58
2025-04-25,-7.13,16.11
2025-04-28,-7.59,16.54
2025-04-29,-7.3,17.14
2025-04-30,-7.32,17.59
2025-05-01,-6.73,18.19
2025-05-02,-6.14,18.32
2025-05-05,-5.96,18.36
2025-05-06,-6.2,18.57
2025-05-07,-5.74,18.56
2025-05-08,-5.44,18.41
2025-05-09,-5.02,18.07
2025-05-12,-5.9,18.15
2025-05-13,-6.15,18.07
2025-05-14,-4.85,18.0
2025-05-15,-5.07,17.73
2025-05-16,-5.02,17.37
2025-05-19,-4.95,17.31
2025-05-20,-5.19,17.0
2025-05-21,-4.46,17.35
2025-05-22,-5.07,17.62
2025-05-23,-5.38,17.14
2025-05-26,-5.9,16.69
2025-05-27,-6.17,15.72
2025-05-28,-6.46,14.94
2025-05-29,-5.66,14.09
2025-05-30,-4.26,12.92
2025-06-02,-3.97,12.0
2025-06-03,-3.67,11.24
2025-06-04,-3.55,10.06
2025-06-05,-3.36,8.65
2025-06-06,-2.97,7.52
2025-06-09,-3.6,6.96
2025-06-10,-3.38,6.36
2025-06-11,-3.16,6.0
2025-06-12,-3.18,5.67
2025-06-13,-3.2,6.19
2025-06-16,-3.55,6.36
2025-06-17,-4.74,6.94
2025-06-18,-6.11,7.16
2025-06-19,-6.98,7.34
2025-06-20,-7.66,7.56
2025-06-23,-8.24,7.91
2025-06-24,-8.73,8.01
2025-06-25,-9.32,8.13
2025-06-26,-9.72,7.73
2025-06-27,-10.04,7.77
2025-06-30,-10.16,7.9
2025-07-01,-10.43,8.64
2025-07-02,-10.67,8.48
2025-07-03,-10.52,8.51
2025-07-04,-10.34,8.32
2025-07-07,-9.97,8.31
2025-07-08,-9.59,8.77
2025-07-09,-9.29,8.5
2025-07-10,-9.32,8.46
2025-07-11,-9.24,9.21
2025-07-14,-9.35,9.93
2025-07-15,-9.52,10.62
2025-07-16,-9.54,10.43
2025-07-17,-9.77,10.33
2025-07-18,-9.75,9.51
2025-07-21,-9.89,9.3
2025-07-22,-10.02,9.42
2025-07-23,-10.05,9.31
2025-07-24,-10.32,9.19
2025-07-25,-10.54,8.71
2025-07-28,-10.77,9.16
2025-07-29,-10.81,9.77
2025-07-30,-10.89,9.83
2025-07-31,-10.9,9.6
2025-08-01,-10.82,9.37
2025-08-04,-11.01,9.82
2025-08-05,-11.09,10.61
2025-08-06,-11.06,11.36
2025-08-07,-11.13,12.08
2025-08-08,-10.93,12.19
2025-08-11,-11.4,12.69
2025-08-12,-11.75,13.66
2025-08-13,-12.04,14.16
2025-08-14,-12.66,14.33
2025-08-15,-13.08,14.43
2025-08-18,-13.64,14.44
2025-08-19,-14.27,14.58
2025-08-20,-15.03,14.55
2025-08-21,-15.67,14.53
2025-08-22,-16.31,14.3
2025-08-25,-16.99,14.13
2025-08-26,-17.1,13.95
2025-08-27,-17.72,14.15
2025-08-28,-17.9,14.54
2025-08-29,-18.22,14.29
2025-09-01,-18.62,14.57
2025-09-02,-18.59,14.33
2025-09-03,-18.86,13.66
2025-09-04,-18.94,13.09
2025-09-05,-18.95,12.97
2025-09-08,-18.87,13.0
2025-09-09,-18.68,12.9
2025-09-10,-18.44,12.78
2025-09-11,-18.29,12.53
2025-09-12,-18.43,7.12
2025-09-15,-18.51,7.14
2025-09-16,-18.44,6.5
2025-09-17,-17.94,5.94
2025-09-18,-17.52,5.63
2025-09-19,-17.01,6.61
2025-09-22,-16.62,7.84
2025-09-23,-16.34,9.1
2025-09-24,-16.09,9.88
2025-09-25,-15.89,10.43
2025-09-26,-15.62,11.04
2025-09-29,-15.28,11.62
2025-09-30,-14.97,12.29
2025-10-01,-14.64,17.79
2025-10-02,-14.46,17.76
2025-10-03,-14.24,17.88
2025-10-06,-14.2,18.48
2025-10-07,-13.85,18.72
2025-10-08,-13.81,17.89
2025-10-09,-13.66,17.34
2025-10-10,-13.05,17.04
2025-10-13,-12.7,17.09
2025-10-14,-12.17,17.22
2025-10-15,-11.59,17.42
2025-10-16,-11.15,17.43
2025-10-17,-10.57,17.9
2025-10-20,-10.02,18.61
2025-10-21,-9.47,18.94
2025-10-22,-8.63,19.35
2025-10-23,-7.84,19.76
2025-10-24,-7.33,19.59
2025-10-27,-6.62,19.77
2025-10-28,-6.08,19.64
2025-10-29,-5.68,19.29
2025-10-30,-5.23,18.82
2025-10-31,-4.7,18.51
2025-11-03,-4.12,17.88
2025-11-04,-3.49,17.7
2025-11-05,-3.1,17.1
2025-11-06,-2.78,16.66
2025-11-07,-2.16,16.75
2025-11-10,-2.16,16.66
2025-11-11,-2.42,16.51
2025-11-12,-2.42,16.76
2025-11-13,-2.55,16.83
2025-11-14,-2.39,16.95
2025-11-17,-2.49,17.2
2025-11-18,-2.31,16.73
2025-11-19,-2.39,16.24
2025-11-20,-2.51,16.2
2025-11-21,-2.8,15.93
2025-11-24,-2.87,15.61
2025-11-25,-2.87,15.58
2025-11-26,-2.86,15.47
2025-11-27,-2.49,15.47
2025-11-28,-2.11,15.31
2025-12-01,-1.81,15.31
2025-12-02,-1.39,15.55
2025-12-03,-1.05,16.35
2025-12-04,-0.7,16.87
2025-12-05,-0.27,17.97
2025-12-08,-0.12,19.32
2025-12-09,0.22,20.15
2025-12-10,0.36,21.12
2025-12-11,0.25,22.33
2025-12-12,0.25,22.95
2025-12-15,0.47,23.71
2025-12-16,0.47,23.76
2025-12-17,0.56,23.88
2025-12-18,0.58,24.16
2025-12-19,0.51,24.23
2025-12-22,0.61,24.47
2025-12-23,1.22,24.26
2025-12-24,1.68,24.09
2025-12-25,2.32,23.84
2025-12-26,2.28,24.1
2025-12-29,2.64,24.35
2025-12-30,3.22,24.51
2025-12-31,3.41,24.86
2026-01-01,3.64,24.99
2026-01-07,4.12,25.66
2026-01-13,4.55,26.04
2026-01-19,4.76,26.1
2026-01-23,5.31,26.36
2026-01-29,5.8,25.92
2026-02-04,5.61,26.07
2026-02-10,5.54,26.16
2026-02-16,5.48,26.05
2026-02-20,6.01,25.61
2026-02-26,5.77,24.95
2026-03-04,5.28,24.34
2026-03-10,4.76,23.91
2026-03-16,3.85,23.2
2026-03-20,2.92,22.74
2026-03-26,2.11,22.59
2026-04-01,2.11,22.57
2026-04-07,1.46,22.2
2026-04-13,1.03,21.76
2026-04-17,-0.1,21.23
2026-04-23,-1.22,20.69
2026-04-29,-2.61,20.19
2026-05-05,-4.62,19.63
2026-05-11,-5.73,19.06
2026-05-15,-7.16,18.43
2026-05-21,-8.43,17.73
2026-05-27,-9.62,17.3
2026-06-02,-10.46,16.58
2026-06-08,-11.06,15.96
2026-06-12,-12.29,15.23
2026-06-18,-13.05,14.88
2026-06-24,-14.54,14.66
2026-06-30,-14.91,14.55
2026-07-06,-15.36,14.5
2026-07-10,-15.65,14.6
2026-07-16,-15.94,14.77
2026-07-22,-16.25,14.99
2026-07-28,-16.27,15.36
2026-08-03,-15.97,15.74
2026-08-07,-15.89,16.11
2026-08-13,-16.79,16.91
2026-08-19,-17.82,17.54
2026-08-25,-18.46,18.14
2026-08-31,-19.31,18.64
2026-09-04,-19.7,19.05
2026-09-10,-20.1,19.43
2026-09-16,-20.44,19.85
2026-09-22,-20.79,20.08
2026-09-28,-20.87,20.33
2026-10-02,-20.97,20.79
2026-10-08,-20.76,21.39
2026-10-14,-20.5,21.72
2026-10-20,-20.07,22.29
2026-10-26,-18.9,22.59
2026-10-30,-17.91,22.94
2026-11-05,-17.19,23.61
2026-11-11,-16.55,24.2
2026-11-17,-16.18,24.48
2026-11-23,-15.89,24.84
2026-11-27,-15.69,25.23
2026-12-03,-15.18,25.85
2026-12-09,-14.42,26.54
2026-12-15,-13.82,27.04
